intervalos,canal1,canal2,canal3,canal4,canal5
4,0,0,0,0,491
5,0,0,0,0,497
6,0,0,0,0,505
7,0,0,0,0,509
8,0,0,0,0,512
9,0,0,0,0,516
10,0,0,0,0,520
11,0,0,0,0,519
12,0,0,0,0,518
13,0,0,0,0,512
14,0,0,0,0,514
15,0,0,0,0,517
0,0,0,0,0,522
1,0,0,0,0,523
2,0,0,0,0,519
3,0,0,0,0,521
4,0,0,0,0,520
5,0,0,0,0,521
6,0,0,0,0,521
7,0,0,0,0,522
8,0,0,0,0,521
9,0,0,0,0,521
10,0,0,0,0,521
11,0,0,0,0,523
12,0,0,0,0,525
13,0,0,0,0,524
14,0,0,0,0,524
15,0,0,0,0,523
0,0,0,0,0,521
1,0,0,0,0,521
2,0,0,0,0,521
3,0,0,0,0,521
4,0,0,0,0,523
5,0,0,0,0,522
6,0,0,0,0,522
7,0,0,0,0,528
8,0,0,0,0,528
9,0,0,0,0,531
10,0,0,0,0,530
11,0,0,0,0,527
12,0,0,0,0,527
13,0,0,0,0,526
14,0,0,0,0,524
15,0,0,0,0,523
0,0,0,0,0,520
1,0,0,0,0,525
2,0,0,0,0,528
3,0,0,0,0,529
4,0,0,0,0,530
5,0,0,0,0,527
6,0,0,0,0,519
7,0,0,0,0,519
8,0,0,0,0,517
9,0,0,0,0,515
10,0,0,0,0,514
11,0,0,0,0,515
12,0,0,0,0,517
13,0,0,0,0,521
14,0,0,0,0,547
15,0,0,0,0,581
0,0,0,0,0,534
1,0,0,0,0,543
2,0,0,0,0,278
3,0,0,0,0,283
4,0,0,0,0,422
5,0,0,0,0,501
6,0,0,0,0,565
7,0,0,0,0,597
8,0,0,0,0,593
9,0,0,0,0,587
10,0,0,0,0,580
11,0,0,0,0,575
12,0,0,0,0,572
13,0,0,0,0,569
14,0,0,0,0,569
15,0,0,0,0,566
0,0,0,0,0,563
1,0,0,0,0,563
2,0,0,0,0,566
3,0,0,0,0,569
4,0,0,0,0,569
5,0,0,0,0,570
6,0,0,0,0,567
7,0,0,0,0,559
8,0,0,0,0,546
9,0,0,0,0,532
10,0,0,0,0,517
11,0,0,0,0,497
12,0,0,0,0,477
13,0,0,0,0,470
14,0,0,0,0,467
15,0,0,0,0,460
0,0,0,0,0,455
1,0,0,0,0,457
2,0,0,0,0,462
3,0,0,0,0,465
4,0,0,0,0,468
5,0,0,0,0,474
6,0,0,0,0,482
7,0,0,0,0,484
8,0,0,0,0,489
9,0,0,0,0,492
10,0,0,0,0,497
11,0,0,0,0,496
12,0,0,0,0,496
13,0,0,0,0,495
14,0,0,0,0,494
15,0,0,0,0,493
0,0,0,0,0,493
1,0,0,0,0,495
2,0,0,0,0,496
3,0,0,0,0,495
4,0,0,0,0,492
5,0,0,0,0,494
6,0,0,0,0,495
7,0,0,0,0,498
8,0,0,0,0,500
9,0,0,0,0,502
10,0,0,0,0,501
