intervalos,canal1,canal2,canal3,canal4,canal5
5,0,0,0,0,503
6,0,0,0,0,505
7,0,0,0,0,503
8,0,0,0,0,502
9,0,0,0,0,502
10,0,0,0,0,502
11,0,0,0,0,505
12,0,0,0,0,516
13,0,0,0,0,519
14,0,0,0,0,519
15,0,0,0,0,518
0,0,0,0,0,515
1,0,0,0,0,511
2,0,0,0,0,508
3,0,0,0,0,507
4,0,0,0,0,505
5,0,0,0,0,505
6,0,0,0,0,503
7,0,0,0,0,503
8,0,0,0,0,500
9,0,0,0,0,502
10,0,0,0,0,504
11,0,0,0,0,504
12,0,0,0,0,502
13,0,0,0,0,507
14,0,0,0,0,506
15,0,0,0,0,506
0,0,0,0,0,510
1,0,0,0,0,511
2,0,0,0,0,512
3,0,0,0,0,513
4,0,0,0,0,515
5,0,0,0,0,521
6,0,0,0,0,524
7,0,0,0,0,527
8,0,0,0,0,526
9,0,0,0,0,522
10,0,0,0,0,513
11,0,0,0,0,514
12,0,0,0,0,511
13,0,0,0,0,508
14,0,0,0,0,508
15,0,0,0,0,508
0,0,0,0,0,507
1,0,0,0,0,510
2,0,0,0,0,529
3,0,0,0,0,574
4,0,0,0,0,540
5,0,0,0,0,550
6,0,0,0,0,379
7,0,0,0,0,281
8,0,0,0,0,401
9,0,0,0,0,462
10,0,0,0,0,523
11,0,0,0,0,563
12,0,0,0,0,575
13,0,0,0,0,571
14,0,0,0,0,568
15,0,0,0,0,565
0,0,0,0,0,558
1,0,0,0,0,554
2,0,0,0,0,555
3,0,0,0,0,555
4,0,0,0,0,548
5,0,0,0,0,550
6,0,0,0,0,553
7,0,0,0,0,555
8,0,0,0,0,558
9,0,0,0,0,558
10,0,0,0,0,553
11,0,0,0,0,547
12,0,0,0,0,536
13,0,0,0,0,528
14,0,0,0,0,516
15,0,0,0,0,503
0,0,0,0,0,492
1,0,0,0,0,488
2,0,0,0,0,487
3,0,0,0,0,487
4,0,0,0,0,487
5,0,0,0,0,489
6,0,0,0,0,492
7,0,0,0,0,496
8,0,0,0,0,499
9,0,0,0,0,508
10,0,0,0,0,518
11,0,0,0,0,521
12,0,0,0,0,519
13,0,0,0,0,520
14,0,0,0,0,516
15,0,0,0,0,515
0,0,0,0,0,511
1,0,0,0,0,504
2,0,0,0,0,501
3,0,0,0,0,499
4,0,0,0,0,497
5,0,0,0,0,492
6,0,0,0,0,494
7,0,0,0,0,495
8,0,0,0,0,493
9,0,0,0,0,495
10,0,0,0,0,490
11,0,0,0,0,488
12,0,0,0,0,488
13,0,0,0,0,487
14,0,0,0,0,483
15,0,0,0,0,487
0,0,0,0,0,486
1,0,0,0,0,490
2,0,0,0,0,489
3,0,0,0,0,490
4,0,0,0,0,487
5,0,0,0,0,488
6,0,0,0,0,487
7,0,0,0,0,487
8,0,0,0,0,488
9,0,0,0,0,486
10,0,0,0,0,483
11,0,0,0,0,482
12,0,0,0,0,482
13,0,0,0,0,483
14,0,0,0,0,488
15,0,0,0,0,498
0,0,0,0,0,498
1,0,0,0,0,501
2,0,0,0,0,496
3,0,0,0,0,485
4,0,0,0,0,481
5,0,0,0,0,482
6,0,0,0,0,482
7,0,0,0,0,481
8,0,0,0,0,481
9,0,0,0,0,484
10,0,0,0,0,488
11,0,0,0,0,492
12,0,0,0,0,528
13,0,0,0,0,543
14,0,0,0,0,499
15,0,0,0,0,474
0,0,0,0,0,207
1,0,0,0,0,288
2,0,0,0,0,419
3,0,0,0,0,508
4,0,0,0,0,567
5,0,0,0,0,583
