intervalos,canal1,canal2,canal3,canal4,canal5
0,0,0,0,0,525
1,0,0,0,0,523
2,0,0,0,0,521
3,0,0,0,0,520
4,0,0,0,0,518
5,0,0,0,0,516
6,0,0,0,0,516
7,0,0,0,0,514
8,0,0,0,0,514
9,0,0,0,0,515
10,0,0,0,0,513
11,0,0,0,0,513
12,0,0,0,0,513
13,0,0,0,0,513
14,0,0,0,0,512
15,0,0,0,0,509
0,0,0,0,0,507
1,0,0,0,0,507
2,0,0,0,0,510
3,0,0,0,0,512
4,0,0,0,0,510
5,0,0,0,0,508
6,0,0,0,0,506
7,0,0,0,0,506
8,0,0,0,0,507
9,0,0,0,0,508
10,0,0,0,0,508
11,0,0,0,0,507
12,0,0,0,0,506
13,0,0,0,0,508
14,0,0,0,0,505
15,0,0,0,0,505
0,0,0,0,0,506
1,0,0,0,0,506
2,0,0,0,0,505
3,0,0,0,0,504
4,0,0,0,0,506
5,0,0,0,0,507
6,0,0,0,0,507
7,0,0,0,0,508
8,0,0,0,0,509
9,0,0,0,0,508
10,0,0,0,0,507
11,0,0,0,0,508
12,0,0,0,0,508
13,0,0,0,0,508
14,0,0,0,0,508
15,0,0,0,0,509
0,0,0,0,0,508
1,0,0,0,0,508
2,0,0,0,0,508
3,0,0,0,0,508
4,0,0,0,0,510
5,0,0,0,0,511
6,0,0,0,0,514
7,0,0,0,0,515
8,0,0,0,0,514
9,0,0,0,0,514
10,0,0,0,0,507
11,0,0,0,0,506
12,0,0,0,0,505
13,0,0,0,0,506
14,0,0,0,0,508
15,0,0,0,0,510
0,0,0,0,0,511
1,0,0,0,0,514
2,0,0,0,0,513
3,0,0,0,0,518
4,0,0,0,0,542
5,0,0,0,0,539
6,0,0,0,0,453
7,0,0,0,0,359
8,0,0,0,0,448
9,0,0,0,0,509
10,0,0,0,0,533
11,0,0,0,0,540
12,0,0,0,0,541
13,0,0,0,0,537
14,0,0,0,0,536
15,0,0,0,0,533
0,0,0,0,0,529
1,0,0,0,0,528
2,0,0,0,0,525
3,0,0,0,0,523
4,0,0,0,0,521
5,0,0,0,0,523
6,0,0,0,0,521
7,0,0,0,0,523
8,0,0,0,0,524
9,0,0,0,0,522
10,0,0,0,0,523
11,0,0,0,0,520
12,0,0,0,0,518
13,0,0,0,0,518
14,0,0,0,0,514
15,0,0,0,0,512
0,0,0,0,0,508
1,0,0,0,0,506
2,0,0,0,0,504
3,0,0,0,0,505
4,0,0,0,0,503
5,0,0,0,0,501
6,0,0,0,0,502
7,0,0,0,0,501
8,0,0,0,0,503
9,0,0,0,0,504
10,0,0,0,0,505
11,0,0,0,0,503
12,0,0,0,0,504
13,0,0,0,0,506
14,0,0,0,0,507
15,0,0,0,0,508
0,0,0,0,0,506
1,0,0,0,0,507
2,0,0,0,0,506
3,0,0,0,0,507
4,0,0,0,0,508
5,0,0,0,0,507
6,0,0,0,0,508
7,0,0,0,0,509
8,0,0,0,0,507
9,0,0,0,0,507
10,0,0,0,0,508
11,0,0,0,0,509
12,0,0,0,0,510
13,0,0,0,0,509
14,0,0,0,0,509
15,0,0,0,0,508
0,0,0,0,0,510
1,0,0,0,0,509
2,0,0,0,0,506
3,0,0,0,0,507
4,0,0,0,0,509
5,0,0,0,0,511
6,0,0,0,0,510
7,0,0,0,0,506
8,0,0,0,0,501
9,0,0,0,0,500
10,0,0,0,0,504
11,0,0,0,0,505
12,0,0,0,0,506
13,0,0,0,0,508
14,0,0,0,0,509
15,0,0,0,0,509
0,0,0,0,0,510
1,0,0,0,0,532
2,0,0,0,0,544
3,0,0,0,0,518
4,0,0,0,0,398
5,0,0,0,0,401
6,0,0,0,0,483
7,0,0,0,0,520
8,0,0,0,0,534
9,0,0,0,0,537
10,0,0,0,0,535
11,0,0,0,0,534
12,0,0,0,0,532
13,0,0,0,0,532
14,0,0,0,0,530
15,0,0,0,0,527
0,0,0,0,0,526
1,0,0,0,0,526
2,0,0,0,0,525
3,0,0,0,0,524
4,0,0,0,0,524
5,0,0,0,0,521
6,0,0,0,0,521
7,0,0,0,0,521
8,0,0,0,0,521
9,0,0,0,0,521
10,0,0,0,0,518
11,0,0,0,0,516
12,0,0,0,0,513
13,0,0,0,0,512
14,0,0,0,0,509
15,0,0,0,0,507
0,0,0,0,0,505
1,0,0,0,0,502
2,0,0,0,0,502
3,0,0,0,0,503
4,0,0,0,0,504
5,0,0,0,0,502
6,0,0,0,0,502
7,0,0,0,0,504
8,0,0,0,0,502
9,0,0,0,0,504
10,0,0,0,0,506
11,0,0,0,0,505
12,0,0,0,0,505
13,0,0,0,0,503
14,0,0,0,0,504
15,0,0,0,0,505
0,0,0,0,0,505
1,0,0,0,0,504
2,0,0,0,0,504
3,0,0,0,0,504
4,0,0,0,0,505
5,0,0,0,0,506
6,0,0,0,0,507
7,0,0,0,0,508
8,0,0,0,0,508
9,0,0,0,0,509
10,0,0,0,0,508
11,0,0,0,0,508
12,0,0,0,0,510
13,0,0,0,0,509
14,0,0,0,0,509
15,0,0,0,0,509
0,0,0,0,0,512
1,0,0,0,0,512
2,0,0,0,0,513
3,0,0,0,0,512
4,0,0,0,0,514
5,0,0,0,0,509
6,0,0,0,0,507
7,0,0,0,0,508
8,0,0,0,0,510
9,0,0,0,0,511
10,0,0,0,0,510
11,0,0,0,0,511
12,0,0,0,0,511
13,0,0,0,0,511
14,0,0,0,0,512
15,0,0,0,0,533
0,0,0,0,0,544
1,0,0,0,0,516
2,0,0,0,0,403
3,0,0,0,0,407
4,0,0,0,0,482
5,0,0,0,0,513
6,0,0,0,0,529
7,0,0,0,0,532
8,0,0,0,0,533
9,0,0,0,0,530
10,0,0,0,0,529
11,0,0,0,0,528
12,0,0,0,0,526
13,0,0,0,0,524
14,0,0,0,0,523
15,0,0,0,0,519
0,0,0,0,0,519
1,0,0,0,0,518
2,0,0,0,0,518
3,0,0,0,0,515
4,0,0,0,0,514
5,0,0,0,0,513
6,0,0,0,0,514
7,0,0,0,0,512
8,0,0,0,0,510
9,0,0,0,0,509
10,0,0,0,0,505
11,0,0,0,0,504
12,0,0,0,0,506
13,0,0,0,0,507
14,0,0,0,0,507
15,0,0,0,0,508
0,0,0,0,0,508
1,0,0,0,0,505
2,0,0,0,0,504
3,0,0,0,0,504
4,0,0,0,0,504
5,0,0,0,0,503
6,0,0,0,0,507
7,0,0,0,0,505
8,0,0,0,0,504
9,0,0,0,0,505
10,0,0,0,0,504
11,0,0,0,0,505
12,0,0,0,0,507
13,0,0,0,0,507
14,0,0,0,0,506
15,0,0,0,0,505
0,0,0,0,0,504
1,0,0,0,0,504
2,0,0,0,0,506
